"PAIS","DEPARTAMENTO","CODIGO DANE","MUNICIPIO","DESAGREGACIÓN CULTIVO","CULTIVO","CICLO DE CULTIVO","GRUPO CULTIVO","SUBGRUPO","AÑO","PERIODO","Área Sembrada(ha)","ÁREA COSECHADA(ha)","PRODUCCION(t)","RENDIMIENTO(t/ha)","CÓDIGO  CULTIVO","NOMBRE CIENTÍFICO CULTIVO","ESTADO FISICO DEL CULTIVO"
"Colombia","Caldas","17446","Marulanda","Papa Criolla","Papa Criolla","Transitorio","Raíces y Tubérculos","Raíces y Tubérculos","2022","2022A","6.00","5","30","6","1080702","Solanum tuberosum","En fresco"
"Colombia","Caldas","17446","Marulanda","Cebolla De Rama","Cebolla De Rama","Transitorio","Hortalizas","Hortalizas de Tallo","2022","2022B","5.00","5","22.5","4.5","1051200","Allium fistulosum","En fresco"
"Colombia","Caldas","17446","Marulanda","Cilantro","Cilantro","Transitorio","Hortalizas","Hortalizas de Hoja","2022","2022B","1.00","1","1","1","1051300","Coriandrum sativum","En fresco"
"Colombia","Caldas","17446","Marulanda","Repollo","Repollo","Transitorio","Hortalizas","Hortalizas de Hoja","2022","2022B","2.00","2","10","5","1052800","Brassica oleracea var. capitata","En fresco"
"Colombia","Caldas","17446","Marulanda","Zanahoria","Zanahoria","Transitorio","Hortalizas","Hortalizas de raíz","2022","2022B","2.00","2","8","4","1053000","Daucus carota","En fresco"
"Colombia","Caldas","17446","Marulanda","Papa todas las variedades","Papa todas las variedades","Transitorio","Raíces y Tubérculos","Raíces y Tubérculos","2022","2022B","10.00","10","200","20","1080701","Solanum tuberosum","En fresco"
"Colombia","Caldas","17446","Marulanda","Papa Criolla","Papa Criolla","Transitorio","Raíces y Tubérculos","Raíces y Tubérculos","2022","2022B","6.00","6","60","10","1080702","Solanum tuberosum","En fresco"
"Colombia","Caldas","17486","Neira","Aguacate Hass","Aguacate Hass","Permanente","Frutales","Demas frutales","2022","2022","1,693.50","1,393.5","26,476.5","19","2040201","Persea americana hass","En fresco"
"Colombia","Caldas","17486","Neira","Aguacate Papelillo","Aguacate Papelillo","Permanente","Frutales","Demas frutales","2022","2022","112.00","112","1,904","17","2040202","Persea americana mill","En fresco"
"Colombia","Caldas","17486","Neira","Aguacate demás variedades","Aguacate demás variedades","Permanente","Frutales","Demas frutales","2022","2022","12.50","9.5","118.75","12.5","2040299","Persea americana","En fresco"
"Colombia","Caldas","17486","Neira","Banano consumo interno","Banano consumo interno","Permanente","Frutales","Demas frutales","2022","2022","155.00","141","1,269","9","2040902","Musa cavendishii","En fresco"
"Colombia","Caldas","17486","Neira","Guayaba","Guayaba","Permanente","Frutales","Mirtáceas","2022","2022","60.00","58","348","6","2043000","Psidium guajava L.","En fresco"
"Colombia","Caldas","17486","Neira","Gulupa o cholupa","Gulupa o cholupa","Permanente","Frutales","Pasifloráceas","2022","2022","6.00","6","72","12","2043100","Passiflora edulis Sims fo. Edulis","En fresco"
"Colombia","Caldas","17486","Neira","Limón  Pajarito","Limón  Pajarito","Permanente","Frutales","Cítricos","2022","2022","9.06","7.06","112.96","16","2043602","Citrus limon L.","En fresco"
"Colombia","Caldas","17486","Neira","Limón  Tahití","Limón  Tahití","Permanente","Frutales","Cítricos","2022","2022","27.28","23.28","395.76","17","2043603","Citrus limon L.","En fresco"
"Colombia","Caldas","17486","Neira","Mandarina Arrayana y/o Oneco","Mandarina Arrayana y/o Oneco","Permanente","Frutales","Cítricos","2022","2022","57.73","57.73","1,039.14","18","2044101","Citrus reticulata","En fresco"
"Colombia","Caldas","17486","Neira","Naranja Valencia","Naranja Valencia","Permanente","Frutales","Cítricos","2022","2022","296.42","292.42","4,971.14","17","2044903","Citrus sinensis L. OSBECK","En fresco"
"Colombia","Caldas","17486","Neira","Naranja demás variedades","Naranja demás variedades","Permanente","Frutales","Cítricos","2022","2022","1.51","1.51","22.65","15","2044999","Citrus sinensis L. OSBECK","En fresco"
"Colombia","Caldas","17486","Neira","Plátano consumo interno","Plátano consumo interno","Permanente","Frutales","Demas frutales","2022","2022","810.00","794","4,764","6","2045802","Musa paradisiaca L.","En fresco"
"Colombia","Caldas","17486","Neira","Cebolla De Rama","Cebolla De Rama","Transitorio","Hortalizas","Hortalizas de Tallo","2022","2022A","0.50","0.5","7.5","15","1051200","Allium fistulosum","En fresco"
"Colombia","Caldas","17486","Neira","Pimentón","Pimentón","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022A","4.00","4","48","12","1052500","Capsicum annuum L","En fresco"
"Colombia","Caldas","17486","Neira","Repollo","Repollo","Transitorio","Hortalizas","Hortalizas de Hoja","2022","2022A","2.00","2","26","13","1052800","Brassica oleracea var. capitata","En fresco"
"Colombia","Caldas","17486","Neira","Tomate","Tomate","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022A","15.00","15","450","30","1052901","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17486","Neira","Otras hortalizas","Otras hortalizas","Transitorio","Hortalizas","Hortalizas","2022","2022A","6.00","6","72","12","1059900","No aplica","En fresco"
"Colombia","Caldas","17486","Neira","Habichuela","Habichuela","Transitorio","Leguminosas","Leguminosas","2022","2022A","5.00","5","50","10","1060600","Phaseolus vulgaris","En fresco"
"Colombia","Caldas","17486","Neira","Cebolla De Rama","Cebolla De Rama","Transitorio","Hortalizas","Hortalizas de Tallo","2022","2022B","0.50","0.5","7.5","15","1051200","Allium fistulosum","En fresco"
"Colombia","Caldas","17486","Neira","Pimentón","Pimentón","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022B","4.00","4","48","12","1052500","Capsicum annuum L","En fresco"
"Colombia","Caldas","17486","Neira","Repollo","Repollo","Transitorio","Hortalizas","Hortalizas de Hoja","2022","2022B","2.00","2","26","13","1052800","Brassica oleracea var. capitata","En fresco"
"Colombia","Caldas","17486","Neira","Tomate","Tomate","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022B","15.00","15","450","30","1052901","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17486","Neira","Otras hortalizas","Otras hortalizas","Transitorio","Hortalizas","Hortalizas","2022","2022B","6.00","6","72","12","1059900","No aplica","En fresco"
"Colombia","Caldas","17486","Neira","Habichuela","Habichuela","Transitorio","Leguminosas","Leguminosas","2022","2022B","5.00","5","45","9","1060600","Phaseolus vulgaris","En fresco"
"Colombia","Caldas","17495","Norcasia","Aguacate Papelillo","Aguacate Papelillo","Permanente","Frutales","Demas frutales","2022","2022","79.50","31.5","204.75","6.5","2040202","Persea americana mill","En fresco"
"Colombia","Caldas","17495","Norcasia","Aguacate demás variedades","Aguacate demás variedades","Permanente","Frutales","Demas frutales","2022","2022","733.50","41.5","178.45","4.3","2040299","Persea americana","En fresco"
"Colombia","Caldas","17495","Norcasia","Guanábana","Guanábana","Permanente","Frutales","Anonáceas","2022","2022","31.00","26","273","10.5","2042900","Annona muricata L.","En fresco"
"Colombia","Caldas","17495","Norcasia","Guayaba","Guayaba","Permanente","Frutales","Mirtáceas","2022","2022","5.00","5","26.5","5.3","2043000","Psidium guajava L.","En fresco"
"Colombia","Caldas","17495","Norcasia","Limón  Pajarito","Limón  Pajarito","Permanente","Frutales","Cítricos","2022","2022","1.84","1.34","14.74","11","2043602","Citrus limon L.","En fresco"
"Colombia","Caldas","17495","Norcasia","Limón  Tahití","Limón  Tahití","Permanente","Frutales","Cítricos","2022","2022","5.62","4.42","57.46","13","2043603","Citrus limon L.","En fresco"
"Colombia","Caldas","17495","Norcasia","Mandarina Arrayana y/o Oneco","Mandarina Arrayana y/o Oneco","Permanente","Frutales","Cítricos","2022","2022","10.96","10.96","158.92","14.5","2044101","Citrus reticulata","En fresco"
"Colombia","Caldas","17495","Norcasia","Mangostino","Mangostino","Permanente","Frutales","Demas frutales","2022","2022","2.00","2","5.2","2.6","2044300","Garcinia mangostana L.","En fresco"
"Colombia","Caldas","17495","Norcasia","Naranja Valencia","Naranja Valencia","Permanente","Frutales","Cítricos","2022","2022","4.90","4.9","77.42","15.8","2044903","Citrus sinensis L. OSBECK","En fresco"
"Colombia","Caldas","17495","Norcasia","Naranja demás variedades","Naranja demás variedades","Permanente","Frutales","Cítricos","2022","2022","0.29","0.29","4.52","15.59","2044999","Citrus sinensis L. OSBECK","En fresco"
"Colombia","Caldas","17495","Norcasia","Plátano consumo interno","Plátano consumo interno","Permanente","Frutales","Demas frutales","2022","2022","115.00","93","1,116","12","2045802","Musa paradisiaca L.","En fresco"
"Colombia","Caldas","17513","Pácora","Aguacate Hass","Aguacate Hass","Permanente","Frutales","Demas frutales","2022","2022","2,240.00","2,200","30,800","14","2040201","Persea americana hass","En fresco"
"Colombia","Caldas","17513","Pácora","Aguacate Papelillo","Aguacate Papelillo","Permanente","Frutales","Demas frutales","2022","2022","187.70","187.7","1,877","10","2040202","Persea americana mill","En fresco"
"Colombia","Caldas","17513","Pácora","Aguacate demás variedades","Aguacate demás variedades","Permanente","Frutales","Demas frutales","2022","2022","1,300.39","1,300.39","11,703.51","9","2040299","Persea americana","En fresco"
"Colombia","Caldas","17513","Pácora","Lulo","Lulo","Permanente","Frutales","Solanáceas","2022","2022","70.00","70","840","12","2043700","Solanum quitoense Lam","En fresco"
"Colombia","Caldas","17513","Pácora","Plátano consumo interno","Plátano consumo interno","Permanente","Frutales","Demas frutales","2022","2022","2,220.00","2,220","26,640","12","2045802","Musa paradisiaca L.","En fresco"
"Colombia","Caldas","17524","Palestina","Aguacate Papelillo","Aguacate Papelillo","Permanente","Frutales","Demas frutales","2022","2022","291.00","191","1,528","8","2040202","Persea americana mill","En fresco"
"Colombia","Caldas","17524","Palestina","Banano consumo interno","Banano consumo interno","Permanente","Frutales","Demas frutales","2022","2022","100.00","50","1,500","30","2040902","Musa cavendishii","En fresco"
"Colombia","Caldas","17524","Palestina","Guanábana","Guanábana","Permanente","Frutales","Anonáceas","2022","2022","2.00","0","0","0","2042900","Annona muricata L.","En fresco"
"Colombia","Caldas","17524","Palestina","Guayaba","Guayaba","Permanente","Frutales","Mirtáceas","2022","2022","255.50","255.5","4,343.5","17","2043000","Psidium guajava L.","En fresco"
"Colombia","Caldas","17524","Palestina","Limón  Tahití","Limón  Tahití","Permanente","Frutales","Cítricos","2022","2022","240.00","180","4,500","25","2043603","Citrus limon L.","En fresco"
"Colombia","Caldas","17524","Palestina","Macadamia","Macadamia","Permanente","Frutales","Demas frutales","2022","2022","91.00","91","18.2","0.2","2043800","Macadamia integrifolia","En fresco"
"Colombia","Caldas","17524","Palestina","Mandarina Arrayana y/o Oneco","Mandarina Arrayana y/o Oneco","Permanente","Frutales","Cítricos","2022","2022","68.00","68","1,700","25","2044101","Citrus reticulata","En fresco"
"Colombia","Caldas","17524","Palestina","Naranja Valencia","Naranja Valencia","Permanente","Frutales","Cítricos","2022","2022","199.39","199.39","4,964.81","24.9","2044903","Citrus sinensis L. OSBECK","En fresco"
"Colombia","Caldas","17524","Palestina","Plátano consumo interno","Plátano consumo interno","Permanente","Frutales","Demas frutales","2022","2022","546.00","516","6,708","13","2045802","Musa paradisiaca L.","En fresco"
"Colombia","Caldas","17524","Palestina","Zapote","Zapote","Permanente","Frutales","Demas frutales","2022","2022","3.10","3.1","6.2","2","2046800","Pouteria sapota","En fresco"
"Colombia","Caldas","17524","Palestina","Pepino Cohombro","Pepino Cohombro","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022A","8.00","8","192","24","1052300","Cucumis sativus","En fresco"
"Colombia","Caldas","17524","Palestina","Tomate","Tomate","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022A","6.00","6","360","60","1052901","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17524","Palestina","Habichuela","Habichuela","Transitorio","Leguminosas","Leguminosas","2022","2022A","5.50","5.5","99","18","1060600","Phaseolus vulgaris","En fresco"
"Colombia","Caldas","17524","Palestina","Pepino Cohombro","Pepino Cohombro","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022B","9.00","9","216","24","1052300","Cucumis sativus","En fresco"
"Colombia","Caldas","17524","Palestina","Tomate","Tomate","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022B","7.00","7","420","60","1052901","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17524","Palestina","Habichuela","Habichuela","Transitorio","Leguminosas","Leguminosas","2022","2022B","6.50","6","108","18","1060600","Phaseolus vulgaris","En fresco"
"Colombia","Caldas","17541","Pensilvania","Aguacate Hass","Aguacate Hass","Permanente","Frutales","Demas frutales","2022","2022","31.30","6.3","37.8","6","2040201","Persea americana hass","En fresco"
"Colombia","Caldas","17541","Pensilvania","Aguacate Papelillo","Aguacate Papelillo","Permanente","Frutales","Demas frutales","2022","2022","2.70","2.7","16.2","6","2040202","Persea americana mill","En fresco"
"Colombia","Caldas","17541","Pensilvania","Aguacate demás variedades","Aguacate demás variedades","Permanente","Frutales","Demas frutales","2022","2022","251.00","251","1,506","6","2040299","Persea americana","En fresco"
"Colombia","Caldas","17541","Pensilvania","Guanábana","Guanábana","Permanente","Frutales","Anonáceas","2022","2022","4.00","4","12","3","2042900","Annona muricata L.","En fresco"
"Colombia","Caldas","17541","Pensilvania","Lulo","Lulo","Permanente","Frutales","Solanáceas","2022","2022","2.00","2","6","3","2043700","Solanum quitoense Lam","En fresco"
"Colombia","Caldas","17541","Pensilvania","Mora","Mora","Permanente","Frutales","Demas frutales","2022","2022","2.00","2","12","6","2044700","Morus ssp","En fresco"
"Colombia","Caldas","17541","Pensilvania","Naranja Valencia","Naranja Valencia","Permanente","Frutales","Cítricos","2022","2022","5.36","5.36","37.52","7","2044903","Citrus sinensis L. OSBECK","En fresco"
"Colombia","Caldas","17541","Pensilvania","Plátano consumo interno","Plátano consumo interno","Permanente","Frutales","Demas frutales","2022","2022","117.00","117","468","4","2045802","Musa paradisiaca L.","En fresco"
"Colombia","Caldas","17541","Pensilvania","Ahuyama","Ahuyama","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022A","5.00","5","125","25","1050200","Cucurbita maxima","En fresco"
"Colombia","Caldas","17541","Pensilvania","Cebolla De Rama","Cebolla De Rama","Transitorio","Hortalizas","Hortalizas de Tallo","2022","2022A","8.00","8","320","40","1051200","Allium fistulosum","En fresco"
"Colombia","Caldas","17541","Pensilvania","Cilantro","Cilantro","Transitorio","Hortalizas","Hortalizas de Hoja","2022","2022A","4.00","4","60","15","1051300","Coriandrum sativum","En fresco"
"Colombia","Caldas","17541","Pensilvania","Tomate Invernadero","Tomate Invernadero","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022A","10.00","10","280","28","1052902","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17541","Pensilvania","Habichuela","Habichuela","Transitorio","Leguminosas","Leguminosas","2022","2022A","3.00","3","24","8","1060600","Phaseolus vulgaris","En fresco"
"Colombia","Caldas","17541","Pensilvania","Arracacha","Arracacha","Transitorio","Raíces y Tubérculos","Raíces y Tubérculos","2022","2022A","20.00","0","0","0","1080200","Arracacia xanthorrhiza","En fresco"
"Colombia","Caldas","17541","Pensilvania","Papa todas las variedades","Papa todas las variedades","Transitorio","Raíces y Tubérculos","Raíces y Tubérculos","2022","2022A","15.00","0","0","0","1080701","Solanum tuberosum","En fresco"
"Colombia","Caldas","17541","Pensilvania","Ahuyama","Ahuyama","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022B","5.00","5","100","20","1050200","Cucurbita maxima","En fresco"
"Colombia","Caldas","17541","Pensilvania","Cebolla De Rama","Cebolla De Rama","Transitorio","Hortalizas","Hortalizas de Tallo","2022","2022B","8.00","8","320","40","1051200","Allium fistulosum","En fresco"
"Colombia","Caldas","17541","Pensilvania","Cilantro","Cilantro","Transitorio","Hortalizas","Hortalizas de Hoja","2022","2022B","4.00","4","60","15","1051300","Coriandrum sativum","En fresco"
"Colombia","Caldas","17541","Pensilvania","Tomate Invernadero","Tomate Invernadero","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022B","10.00","10","280","28","1052902","Lycopersicon esculentum","En fresco"
