"PAIS","DEPARTAMENTO","CODIGO DANE","MUNICIPIO","DESAGREGACIÓN CULTIVO","CULTIVO","CICLO DE CULTIVO","GRUPO CULTIVO","SUBGRUPO","AÑO","PERIODO","Área Sembrada(ha)","ÁREA COSECHADA(ha)","PRODUCCION(t)","RENDIMIENTO(t/ha)","CÓDIGO  CULTIVO","NOMBRE CIENTÍFICO CULTIVO","ESTADO FISICO DEL CULTIVO"
"Colombia","Caldas","17013","Aguadas","Repollo","Repollo","Transitorio","Hortalizas","Hortalizas de Hoja","2022","2022A","10.00","10","350","35","1052800","Brassica oleracea var. capitata","En fresco"
"Colombia","Caldas","17013","Aguadas","Tomate","Tomate","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022A","25.00","25","425","17","1052901","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17013","Aguadas","Papa todas las variedades","Papa todas las variedades","Transitorio","Raíces y Tubérculos","Raíces y Tubérculos","2022","2022A","20.00","0","0","0","1080701","Solanum tuberosum","En fresco"
"Colombia","Caldas","17013","Aguadas","Cilantro","Cilantro","Transitorio","Hortalizas","Hortalizas de Hoja","2022","2022B","25.00","25","187.5","7.5","1051300","Coriandrum sativum","En fresco"
"Colombia","Caldas","17013","Aguadas","Repollo","Repollo","Transitorio","Hortalizas","Hortalizas de Hoja","2022","2022B","10.00","10","350","35","1052800","Brassica oleracea var. capitata","En fresco"
"Colombia","Caldas","17013","Aguadas","Tomate","Tomate","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022B","25.00","25","425","17","1052901","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17013","Aguadas","Papa todas las variedades","Papa todas las variedades","Transitorio","Raíces y Tubérculos","Raíces y Tubérculos","2022","2022B","20.00","19","57","3","1080701","Solanum tuberosum","En fresco"
"Colombia","Caldas","17042","Anserma","Aguacate Hass","Aguacate Hass","Permanente","Frutales","Demas frutales","2022","2022","512.00","512","4,608","9","2040201","Persea americana hass","En fresco"
"Colombia","Caldas","17042","Anserma","Aguacate Papelillo","Aguacate Papelillo","Permanente","Frutales","Demas frutales","2022","2022","15.00","15","90","6","2040202","Persea americana mill","En fresco"
"Colombia","Caldas","17042","Anserma","Guanábana","Guanábana","Permanente","Frutales","Anonáceas","2022","2022","14.00","9","90","10","2042900","Annona muricata L.","En fresco"
"Colombia","Caldas","17042","Anserma","Guayaba","Guayaba","Permanente","Frutales","Mirtáceas","2022","2022","6.00","6","66","11","2043000","Psidium guajava L.","En fresco"
"Colombia","Caldas","17042","Anserma","Limón  Tahití","Limón  Tahití","Permanente","Frutales","Cítricos","2022","2022","121.00","121","1,573","13","2043603","Citrus limon L.","En fresco"
"Colombia","Caldas","17042","Anserma","Lulo","Lulo","Permanente","Frutales","Solanáceas","2022","2022","4.00","0","0","0","2043700","Solanum quitoense Lam","En fresco"
"Colombia","Caldas","17042","Anserma","Mandarina Arrayana y/o Oneco","Mandarina Arrayana y/o Oneco","Permanente","Frutales","Cítricos","2022","2022","271.00","61","915","15","2044101","Citrus reticulata","En fresco"
"Colombia","Caldas","17042","Anserma","Naranja Valencia","Naranja Valencia","Permanente","Frutales","Cítricos","2022","2022","1,083.00","1,083","8,664","8","2044903","Citrus sinensis L. OSBECK","En fresco"
"Colombia","Caldas","17042","Anserma","Piña demás variedades","Piña demás variedades","Permanente","Frutales","Demas frutales","2022","2022","6.00","6","102","17","2045699","Ananas comosus L. Merr.","En fresco"
"Colombia","Caldas","17042","Anserma","Plátano consumo interno","Plátano consumo interno","Permanente","Frutales","Demas frutales","2022","2022","3,976.00","3,976","0","0","2045802","Musa paradisiaca L.","En fresco"
"Colombia","Caldas","17042","Anserma","Cebolla De Rama","Cebolla De Rama","Transitorio","Hortalizas","Hortalizas de Tallo","2022","2022A","0.70","0.6","7.2","12","1051200","Allium fistulosum","En fresco"
"Colombia","Caldas","17042","Anserma","Cilantro","Cilantro","Transitorio","Hortalizas","Hortalizas de Hoja","2022","2022A","0.90","0.7","2.73","3.9","1051300","Coriandrum sativum","En fresco"
"Colombia","Caldas","17042","Anserma","Esparrago","Esparrago","Transitorio","Hortalizas","Hortalizas de Tallo","2022","2022A","45.00","40","160","4","1051600","Asparagus officinalis","En fresco"
"Colombia","Caldas","17042","Anserma","Tomate","Tomate","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022A","1.00","0.8","10.88","13.6","1052901","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17042","Anserma","Tomate Invernadero","Tomate Invernadero","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022A","5.00","7.5","240","32","1052902","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17042","Anserma","Cebolla De Rama","Cebolla De Rama","Transitorio","Hortalizas","Hortalizas de Tallo","2022","2022B","1.00","0.5","6","12","1051200","Allium fistulosum","En fresco"
"Colombia","Caldas","17042","Anserma","Cilantro","Cilantro","Transitorio","Hortalizas","Hortalizas de Hoja","2022","2022B","1.00","0.9","4.5","5","1051300","Coriandrum sativum","En fresco"
"Colombia","Caldas","17042","Anserma","Esparrago","Esparrago","Transitorio","Hortalizas","Hortalizas de Tallo","2022","2022B","45.00","42","168","4","1051600","Asparagus officinalis","En fresco"
"Colombia","Caldas","17042","Anserma","Tomate","Tomate","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022B","10.00","5.5","93.5","17","1052901","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17042","Anserma","Tomate Invernadero","Tomate Invernadero","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022B","10.00","7.5","240","32","1052902","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17050","Aranzazu","Aguacate Hass","Aguacate Hass","Permanente","Frutales","Demas frutales","2022","2022","2,894.20","1,900.2","19,002","10","2040201","Persea americana hass","En fresco"
"Colombia","Caldas","17050","Aranzazu","Aguacate Papelillo","Aguacate Papelillo","Permanente","Frutales","Demas frutales","2022","2022","7.60","7.6","60.8","8","2040202","Persea americana mill","En fresco"
"Colombia","Caldas","17050","Aranzazu","Gulupa o cholupa","Gulupa o cholupa","Permanente","Frutales","Pasifloráceas","2022","2022","15.00","15","345","23","2043100","Passiflora edulis Sims fo. Edulis","En fresco"
"Colombia","Caldas","17050","Aranzazu","Lulo","Lulo","Permanente","Frutales","Solanáceas","2022","2022","10.00","10","100","10","2043700","Solanum quitoense Lam","En fresco"
"Colombia","Caldas","17050","Aranzazu","Plátano consumo interno","Plátano consumo interno","Permanente","Frutales","Demas frutales","2022","2022","320.00","320","2,560","8","2045802","Musa paradisiaca L.","En fresco"
"Colombia","Caldas","17050","Aranzazu","Tomate de árbol","Tomate de árbol","Permanente","Frutales","Solanáceas","2022","2022","20.00","0","0","0","2046300","Solanum betaceum","En fresco"
"Colombia","Caldas","17050","Aranzazu","Cebolla De Rama","Cebolla De Rama","Transitorio","Hortalizas","Hortalizas de Tallo","2022","2022A","3.00","2","22","11","1051200","Allium fistulosum","En fresco"
"Colombia","Caldas","17050","Aranzazu","Repollo","Repollo","Transitorio","Hortalizas","Hortalizas de Hoja","2022","2022A","3.00","2","24","12","1052800","Brassica oleracea var. capitata","En fresco"
"Colombia","Caldas","17050","Aranzazu","Tomate","Tomate","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022A","7.00","5","90","18","1052901","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17050","Aranzazu","Cebolla De Rama","Cebolla De Rama","Transitorio","Hortalizas","Hortalizas de Tallo","2022","2022B","3.00","2","20","10","1051200","Allium fistulosum","En fresco"
"Colombia","Caldas","17050","Aranzazu","Repollo","Repollo","Transitorio","Hortalizas","Hortalizas de Hoja","2022","2022B","3.00","2","30","15","1052800","Brassica oleracea var. capitata","En fresco"
"Colombia","Caldas","17050","Aranzazu","Tomate","Tomate","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022B","7.00","5","85","17","1052901","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17088","Belalcázar","Aguacate Papelillo","Aguacate Papelillo","Permanente","Frutales","Demas frutales","2022","2022","24.96","19.96","259.48","13","2040202","Persea americana mill","En fresco"
"Colombia","Caldas","17088","Belalcázar","Aguacate demás variedades","Aguacate demás variedades","Permanente","Frutales","Demas frutales","2022","2022","307.04","305.04","3,660.48","12","2040299","Persea americana","En fresco"
"Colombia","Caldas","17088","Belalcázar","Banano consumo interno","Banano consumo interno","Permanente","Frutales","Demas frutales","2022","2022","36.00","24","336","14","2040902","Musa cavendishii","En fresco"
"Colombia","Caldas","17088","Belalcázar","Guanábana","Guanábana","Permanente","Frutales","Anonáceas","2022","2022","1.50","1.5","19.5","13","2042900","Annona muricata L.","En fresco"
"Colombia","Caldas","17088","Belalcázar","Guayaba","Guayaba","Permanente","Frutales","Mirtáceas","2022","2022","4.50","2.5","36.25","14.5","2043000","Psidium guajava L.","En fresco"
"Colombia","Caldas","17088","Belalcázar","Limón  Tahití","Limón  Tahití","Permanente","Frutales","Cítricos","2022","2022","49.14","29.14","437.1","15","2043603","Citrus limon L.","En fresco"
"Colombia","Caldas","17088","Belalcázar","Lulo","Lulo","Permanente","Frutales","Solanáceas","2022","2022","10.00","5","75","15","2043700","Solanum quitoense Lam","En fresco"
"Colombia","Caldas","17088","Belalcázar","Mandarina Arrayana y/o Oneco","Mandarina Arrayana y/o Oneco","Permanente","Frutales","Cítricos","2022","2022","12.00","12","144","12","2044101","Citrus reticulata","En fresco"
"Colombia","Caldas","17088","Belalcázar","Maracuyá","Maracuyá","Permanente","Frutales","Pasifloráceas","2022","2022","4.50","4.5","54","12","2044500","Passiflora edulis","En fresco"
"Colombia","Caldas","17088","Belalcázar","Naranja Valencia","Naranja Valencia","Permanente","Frutales","Cítricos","2022","2022","129.65","129.65","1,944.75","15","2044903","Citrus sinensis L. OSBECK","En fresco"
"Colombia","Caldas","17088","Belalcázar","Naranja demás variedades","Naranja demás variedades","Permanente","Frutales","Cítricos","2022","2022","1.92","0.92","9.2","10","2044999","Citrus sinensis L. OSBECK","En fresco"
"Colombia","Caldas","17088","Belalcázar","Papaya  demás variedades","Papaya  demás variedades","Permanente","Frutales","Demas frutales","2022","2022","2.50","2.5","40","16","2045399","Carica papaya","En fresco"
"Colombia","Caldas","17088","Belalcázar","Plátano consumo interno","Plátano consumo interno","Permanente","Frutales","Demas frutales","2022","2022","3,107.50","3,087.5","37,050","12","2045802","Musa paradisiaca L.","En fresco"
"Colombia","Caldas","17088","Belalcázar","Tomate Invernadero","Tomate Invernadero","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022A","6.00","3","36","12","1052902","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17088","Belalcázar","Tomate Invernadero","Tomate Invernadero","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022B","2.00","2","24","12","1052902","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17174","Chinchiná","Aguacate Papelillo","Aguacate Papelillo","Permanente","Frutales","Demas frutales","2022","2022","483.00","483","4,830","10","2040202","Persea americana mill","En fresco"
"Colombia","Caldas","17174","Chinchiná","Aguacate demás variedades","Aguacate demás variedades","Permanente","Frutales","Demas frutales","2022","2022","17.00","17","170","10","2040299","Persea americana","En fresco"
"Colombia","Caldas","17174","Chinchiná","Guayaba","Guayaba","Permanente","Frutales","Mirtáceas","2022","2022","87.00","87","1,044","12","2043000","Psidium guajava L.","En fresco"
"Colombia","Caldas","17174","Chinchiná","Limón  Pajarito","Limón  Pajarito","Permanente","Frutales","Cítricos","2022","2022","17.71","17.71","407.33","23","2043602","Citrus limon L.","En fresco"
"Colombia","Caldas","17174","Chinchiná","Limón  Tahití","Limón  Tahití","Permanente","Frutales","Cítricos","2022","2022","58.37","58.37","1,342.51","23","2043603","Citrus limon L.","En fresco"
"Colombia","Caldas","17174","Chinchiná","Mandarina Arrayana y/o Oneco","Mandarina Arrayana y/o Oneco","Permanente","Frutales","Cítricos","2022","2022","201.83","201.83","5,045.75","25","2044101","Citrus reticulata","En fresco"
"Colombia","Caldas","17174","Chinchiná","Naranja Valencia","Naranja Valencia","Permanente","Frutales","Cítricos","2022","2022","887.15","887.15","17,743","20","2044903","Citrus sinensis L. OSBECK","En fresco"
"Colombia","Caldas","17174","Chinchiná","Naranja demás variedades","Naranja demás variedades","Permanente","Frutales","Cítricos","2022","2022","3.79","3.79","83.38","22","2044999","Citrus sinensis L. OSBECK","En fresco"
"Colombia","Caldas","17174","Chinchiná","Plátano consumo interno","Plátano consumo interno","Permanente","Frutales","Demas frutales","2022","2022","650.00","650","13,000","20","2045802","Musa paradisiaca L.","En fresco"
"Colombia","Caldas","17174","Chinchiná","Otras hortalizas","Otras hortalizas","Transitorio","Hortalizas","Hortalizas","2022","2022A","1.00","3","4.5","1.5","1059900","No aplica","En fresco"
"Colombia","Caldas","17174","Chinchiná","Habichuela","Habichuela","Transitorio","Leguminosas","Leguminosas","2022","2022A","3.00","3","13.5","4.5","1060600","Phaseolus vulgaris","En fresco"
"Colombia","Caldas","17272","Filadelfia","Aguacate Hass","Aguacate Hass","Permanente","Frutales","Demas frutales","2022","2022","28.30","23.3","233","10","2040201","Persea americana hass","En fresco"
"Colombia","Caldas","17272","Filadelfia","Plátano consumo interno","Plátano consumo interno","Permanente","Frutales","Demas frutales","2022","2022","641.50","621.5","6,836.5","11","2045802","Musa paradisiaca L.","En fresco"
"Colombia","Caldas","17380","La Dorada","Aguacate demás variedades","Aguacate demás variedades","Permanente","Frutales","Demas frutales","2022","2022","5.00","3","15","5","2040299","Persea americana","En fresco"
"Colombia","Caldas","17380","La Dorada","Guanábana","Guanábana","Permanente","Frutales","Anonáceas","2022","2022","4.00","3","19.8","6.6","2042900","Annona muricata L.","En fresco"
"Colombia","Caldas","17380","La Dorada","Guayaba","Guayaba","Permanente","Frutales","Mirtáceas","2022","2022","4.00","3","24.9","8.3","2043000","Psidium guajava L.","En fresco"
"Colombia","Caldas","17380","La Dorada","Limón  Pajarito","Limón  Pajarito","Permanente","Frutales","Cítricos","2022","2022","22.00","22","176","8","2043602","Citrus limon L.","En fresco"
"Colombia","Caldas","17380","La Dorada","Limón  Tahití","Limón  Tahití","Permanente","Frutales","Cítricos","2022","2022","5.00","5","30","6","2043603","Citrus limon L.","En fresco"
"Colombia","Caldas","17380","La Dorada","Mango demás variedades","Mango demás variedades","Permanente","Frutales","Demas frutales","2022","2022","6.00","5","40","8","2044299","Mangifera indica L","En fresco"
"Colombia","Caldas","17380","La Dorada","Naranja demás variedades","Naranja demás variedades","Permanente","Frutales","Cítricos","2022","2022","6.00","6","33.6","5.6","2044999","Citrus sinensis L. OSBECK","En fresco"
"Colombia","Caldas","17380","La Dorada","Papaya  Hawaiana, Maradol, Melona, Redonda y/o Tainung","Papaya  Hawaiana, Maradol, Melona, Redonda y/o Tainung","Permanente","Frutales","Demas frutales","2022","2022","15.00","15","420","28","2045301","Carica papaya","En fresco"
"Colombia","Caldas","17380","La Dorada","Plátano consumo interno","Plátano consumo interno","Permanente","Frutales","Demas frutales","2022","2022","48.00","48","374.4","7.8","2045802","Musa paradisiaca L.","En fresco"
"Colombia","Caldas","17380","La Dorada","Ahuyama","Ahuyama","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022A","7.00","7","84","12","1050200","Cucurbita maxima","En fresco"
"Colombia","Caldas","17380","La Dorada","Patilla","Patilla","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022A","5.00","5","30","6","1052200","Citrullus lanatus","En fresco"
"Colombia","Caldas","17380","La Dorada","Yuca consumo en fresco","Yuca consumo en fresco","Transitorio","Raíces y Tubérculos","Raíces y Tubérculos","2022","2022A","10.00","7.5","67.5","9","1081001","Manihot esculenta","En fresco"
"Colombia","Caldas","17380","La Dorada","Ahuyama","Ahuyama","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022B","8.00","8","104","13","1050200","Cucurbita maxima","En fresco"
"Colombia","Caldas","17380","La Dorada","Patilla","Patilla","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022B","8.00","8","64","8","1052200","Citrullus lanatus","En fresco"
"Colombia","Caldas","17380","La Dorada","Yuca consumo en fresco","Yuca consumo en fresco","Transitorio","Raíces y Tubérculos","Raíces y Tubérculos","2022","2022B","6.00","10","90","9","1081001","Manihot esculenta","En fresco"
"Colombia","Caldas","17388","La Merced","Aguacate Hass","Aguacate Hass","Permanente","Frutales","Demas frutales","2022","2022","27.00","25","225","9","2040201","Persea americana hass","En fresco"
"Colombia","Caldas","17388","La Merced","Aguacate demás variedades","Aguacate demás variedades","Permanente","Frutales","Demas frutales","2022","2022","40.00","40","320","8","2040299","Persea americana","En fresco"
"Colombia","Caldas","17388","La Merced","Limón  Tahití","Limón  Tahití","Permanente","Frutales","Cítricos","2022","2022","0.30","0.3","1.8","6","2043603","Citrus limon L.","En fresco"
"Colombia","Caldas","17388","La Merced","Mandarina Arrayana y/o Oneco","Mandarina Arrayana y/o Oneco","Permanente","Frutales","Cítricos","2022","2022","0.76","0.76","6.08","8","2044101","Citrus reticulata","En fresco"
"Colombia","Caldas","17388","La Merced","Naranja Valencia","Naranja Valencia","Permanente","Frutales","Cítricos","2022","2022","3.85","3.85","42.35","11","2044903","Citrus sinensis L. OSBECK","En fresco"
"Colombia","Caldas","17388","La Merced","Plátano consumo interno","Plátano consumo interno","Permanente","Frutales","Demas frutales","2022","2022","216.00","199","1,592","8","2045802","Musa paradisiaca L.","En fresco"
"Colombia","Caldas","17433","Manzanares","Aguacate Hass","Aguacate Hass","Permanente","Frutales","Demas frutales","2022","2022","271.92","271.92","3,263.04","12","2040201","Persea americana hass","En fresco"
"Colombia","Caldas","17433","Manzanares","Aguacate Papelillo","Aguacate Papelillo","Permanente","Frutales","Demas frutales","2022","2022","18.10","16.1","161","10","2040202","Persea americana mill","En fresco"
"Colombia","Caldas","17433","Manzanares","Aguacate demás variedades","Aguacate demás variedades","Permanente","Frutales","Demas frutales","2022","2022","677.98","676.98","14,940.95","22.07","2040299","Persea americana","En fresco"
"Colombia","Caldas","17433","Manzanares","Gulupa o cholupa","Gulupa o cholupa","Permanente","Frutales","Pasifloráceas","2022","2022","2.00","2","14","7","2043100","Passiflora edulis Sims fo. Edulis","En fresco"
"Colombia","Caldas","17433","Manzanares","Mora","Mora","Permanente","Frutales","Demas frutales","2022","2022","1.00","1","9","9","2044700","Morus ssp","En fresco"
"Colombia","Caldas","17433","Manzanares","Plátano consumo interno","Plátano consumo interno","Permanente","Frutales","Demas frutales","2022","2022","475.00","475","2,850","6","2045802","Musa paradisiaca L.","En fresco"
"Colombia","Caldas","17433","Manzanares","Cebolla De Rama","Cebolla De Rama","Transitorio","Hortalizas","Hortalizas de Tallo","2022","2022A","0.50","0.5","5","10","1051200","Allium fistulosum","En fresco"
"Colombia","Caldas","17433","Manzanares","Tomate Invernadero","Tomate Invernadero","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022A","3.50","3.5","350","100","1052902","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17433","Manzanares","Cebolla De Rama","Cebolla De Rama","Transitorio","Hortalizas","Hortalizas de Tallo","2022","2022B","0.50","0.4","4","10","1051200","Allium fistulosum","En fresco"
"Colombia","Caldas","17433","Manzanares","Tomate Invernadero","Tomate Invernadero","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022B","3.50","3.5","350","100","1052902","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17442","Marmato","Banano consumo interno","Banano consumo interno","Permanente","Frutales","Demas frutales","2022","2022","37.00","37","555","15","2040902","Musa cavendishii","En fresco"
"Colombia","Caldas","17442","Marmato","Guanábana","Guanábana","Permanente","Frutales","Anonáceas","2022","2022","1.00","1","5","5","2042900","Annona muricata L.","En fresco"
"Colombia","Caldas","17442","Marmato","Limón  Pajarito","Limón  Pajarito","Permanente","Frutales","Cítricos","2022","2022","0.07","0.07","0.56","8","2043602","Citrus limon L.","En fresco"
"Colombia","Caldas","17442","Marmato","Limón  Tahití","Limón  Tahití","Permanente","Frutales","Cítricos","2022","2022","1.24","1.24","12.4","10","2043603","Citrus limon L.","En fresco"
"Colombia","Caldas","17442","Marmato","Naranja demás variedades","Naranja demás variedades","Permanente","Frutales","Cítricos","2022","2022","1.02","1.02","6.12","6","2044999","Citrus sinensis L. OSBECK","En fresco"
"Colombia","Caldas","17442","Marmato","Plátano consumo interno","Plátano consumo interno","Permanente","Frutales","Demas frutales","2022","2022","250.00","230","1,150","5","2045802","Musa paradisiaca L.","En fresco"
"Colombia","Caldas","17442","Marmato","Cebolla De Bulbo","Cebolla De Bulbo","Transitorio","Hortalizas","Hortalizas de raíz","2022","2022A","0.20","0.2","1","5","1051100","Allium cepa","En fresco"
"Colombia","Caldas","17442","Marmato","Cebolla De Rama","Cebolla De Rama","Transitorio","Hortalizas","Hortalizas de Tallo","2022","2022A","0.20","0.2","0.8","4","1051200","Allium fistulosum","En fresco"
"Colombia","Caldas","17442","Marmato","Cilantro","Cilantro","Transitorio","Hortalizas","Hortalizas de Hoja","2022","2022A","1.00","1","3","3","1051300","Coriandrum sativum","En fresco"
"Colombia","Caldas","17442","Marmato","Lechuga","Lechuga","Transitorio","Hortalizas","Hortalizas de Hoja","2022","2022A","0.20","0.2","0.2","1","1051900","Lactuca sativa","En fresco"
"Colombia","Caldas","17442","Marmato","Pepino Cohombro","Pepino Cohombro","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022A","0.30","0.3","0.9","3","1052300","Cucumis sativus","En fresco"
"Colombia","Caldas","17442","Marmato","Pimentón","Pimentón","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022A","0.30","0.3","0.6","2","1052500","Capsicum annuum L","En fresco"
"Colombia","Caldas","17442","Marmato","Remolacha","Remolacha","Transitorio","Hortalizas","Hortalizas de raíz","2022","2022A","0.20","0.2","0.8","4","1052700","Beta vulgaris","En fresco"
"Colombia","Caldas","17442","Marmato","Repollo","Repollo","Transitorio","Hortalizas","Hortalizas de Hoja","2022","2022A","0.20","0.2","0.4","2","1052800","Brassica oleracea var. capitata","En fresco"
"Colombia","Caldas","17442","Marmato","Tomate","Tomate","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022A","1.50","1.5","3","2","1052901","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17442","Marmato","Zanahoria","Zanahoria","Transitorio","Hortalizas","Hortalizas de raíz","2022","2022A","0.20","0.2","0.6","3","1053000","Daucus carota","En fresco"
"Colombia","Caldas","17442","Marmato","Yuca consumo en fresco","Yuca consumo en fresco","Transitorio","Raíces y Tubérculos","Raíces y Tubérculos","2022","2022A","1.00","0","0","0","1081001","Manihot esculenta","En fresco"
"Colombia","Caldas","17442","Marmato","Cebolla De Bulbo","Cebolla De Bulbo","Transitorio","Hortalizas","Hortalizas de raíz","2022","2022B","0.20","0.2","1","5","1051100","Allium cepa","En fresco"
"Colombia","Caldas","17442","Marmato","Cebolla De Rama","Cebolla De Rama","Transitorio","Hortalizas","Hortalizas de Tallo","2022","2022B","0.20","0.2","0.8","4","1051200","Allium fistulosum","En fresco"
"Colombia","Caldas","17442","Marmato","Cilantro","Cilantro","Transitorio","Hortalizas","Hortalizas de Hoja","2022","2022B","1.00","1","3","3","1051300","Coriandrum sativum","En fresco"
"Colombia","Caldas","17442","Marmato","Lechuga","Lechuga","Transitorio","Hortalizas","Hortalizas de Hoja","2022","2022B","0.20","0.2","0.2","1","1051900","Lactuca sativa","En fresco"
"Colombia","Caldas","17442","Marmato","Pepino Cohombro","Pepino Cohombro","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022B","0.30","0.3","0.9","3","1052300","Cucumis sativus","En fresco"
"Colombia","Caldas","17442","Marmato","Pimentón","Pimentón","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022B","0.20","0.2","0.4","2","1052500","Capsicum annuum L","En fresco"
"Colombia","Caldas","17442","Marmato","Remolacha","Remolacha","Transitorio","Hortalizas","Hortalizas de raíz","2022","2022B","0.20","0.2","0.8","4","1052700","Beta vulgaris","En fresco"
"Colombia","Caldas","17442","Marmato","Repollo","Repollo","Transitorio","Hortalizas","Hortalizas de Hoja","2022","2022B","0.20","0.2","0.4","2","1052800","Brassica oleracea var. capitata","En fresco"
"Colombia","Caldas","17442","Marmato","Tomate","Tomate","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022B","1.50","1.5","3","2","1052901","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17442","Marmato","Zanahoria","Zanahoria","Transitorio","Hortalizas","Hortalizas de raíz","2022","2022B","0.20","0.2","0.6","3","1053000","Daucus carota","En fresco"
"Colombia","Caldas","17442","Marmato","Yuca consumo en fresco","Yuca consumo en fresco","Transitorio","Raíces y Tubérculos","Raíces y Tubérculos","2022","2022B","0.00","1","6","6","1081001","Manihot esculenta","En fresco"
"Colombia","Caldas","17444","Marquetalia","Aguacate Hass","Aguacate Hass","Permanente","Frutales","Demas frutales","2022","2022","166.90","126.9","761.4","6","2040201","Persea americana hass","En fresco"
"Colombia","Caldas","17444","Marquetalia","Aguacate Papelillo","Aguacate Papelillo","Permanente","Frutales","Demas frutales","2022","2022","109.00","49","392","8","2040202","Persea americana mill","En fresco"
"Colombia","Caldas","17444","Marquetalia","Aguacate demás variedades","Aguacate demás variedades","Permanente","Frutales","Demas frutales","2022","2022","224.13","224.13","2,241.3","10","2040299","Persea americana","En fresco"
"Colombia","Caldas","17444","Marquetalia","Plátano consumo interno","Plátano consumo interno","Permanente","Frutales","Demas frutales","2022","2022","320.00","289","1,734","6","2045802","Musa paradisiaca L.","En fresco"
"Colombia","Caldas","17444","Marquetalia","Tomate","Tomate","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022A","1.60","1.6","96","60","1052901","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17444","Marquetalia","Tomate Invernadero","Tomate Invernadero","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022A","2.00","2","200","100","1052902","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17444","Marquetalia","Tomate","Tomate","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022B","2.00","2","120","60","1052901","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17444","Marquetalia","Tomate Invernadero","Tomate Invernadero","Transitorio","Hortalizas","Hortalizas de Futo","2022","2022B","2.00","2","200","100","1052902","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17446","Marulanda","Aguacate Hass","Aguacate Hass","Permanente","Frutales","Demas frutales","2022","2022","32.20","20.2","161.6","8","2040201","Persea americana hass","En fresco"
"Colombia","Caldas","17446","Marulanda","Aguacate Papelillo","Aguacate Papelillo","Permanente","Frutales","Demas frutales","2022","2022","4.00","2","18","9","2040202","Persea americana mill","En fresco"
"Colombia","Caldas","17446","Marulanda","Aguacate demás variedades","Aguacate demás variedades","Permanente","Frutales","Demas frutales","2022","2022","76.50","73.5","735","10","2040299","Persea americana","En fresco"
"Colombia","Caldas","17446","Marulanda","Plátano consumo interno","Plátano consumo interno","Permanente","Frutales","Demas frutales","2022","2022","22.00","19","114","6","2045802","Musa paradisiaca L.","En fresco"
"Colombia","Caldas","17446","Marulanda","Cebolla De Rama","Cebolla De Rama","Transitorio","Hortalizas","Hortalizas de Tallo","2022","2022A","4.00","4","18","4.5","1051200","Allium fistulosum","En fresco"
"Colombia","Caldas","17446","Marulanda","Cilantro","Cilantro","Transitorio","Hortalizas","Hortalizas de Hoja","2022","2022A","0.70","0.7","0.77","1.1","1051300","Coriandrum sativum","En fresco"
"Colombia","Caldas","17446","Marulanda","Papa todas las variedades","Papa todas las variedades","Transitorio","Raíces y Tubérculos","Raíces y Tubérculos","2022","2022A","10.00","0","0","0","1080701","Solanum tuberosum","En fresco"
